Источник,Компания,Оценка,Тональность,Дата,Год,Длина_слов,Есть_текст,Тип_мебели,Эмоциональность,Цена_упомянута_руб,Жалоба: Доставка/сроки,Жалоба: Качество товара,Жалоба: Сервис/персонал,Жалоба: Цена/деньги/возврат,Жалоба: Несоответствие описанию
Google,Мир Мебели,5.0,Позитив (4-5★),2021-06-01,2021.0,38.0,1,Не определено,1.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2022-06-01,2022.0,39.0,1,Не определено,0.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2021-06-01,2021.0,48.0,1,Не определено,0.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2021-06-01,2021.0,28.0,1,Мягкая,2.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2022-06-01,2022.0,23.0,1,Не определено,0.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2021-06-01,2021.0,19.0,1,Не определено,4.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2022-06-01,2022.0,19.0,1,Не определено,2.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2021-06-01,2021.0,17.0,1,Не определено,1.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2022-06-01,2022.0,22.0,1,Не определено,1.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2022-06-01,2022.0,16.0,1,Не определено,0.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2022-06-01,2022.0,15.0,1,Не определено,0.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2022-06-01,2022.0,11.0,1,Не определено,0.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2022-06-01,2022.0,15.0,1,Не определено,0.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2022-06-01,2022.0,12.0,1,Не определено,3.0,,0,0,0,0,0
Google,Мир Мебели,1.0,Негатив (1-2★),2022-06-01,2022.0,10.0,1,Не определено,2.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2021-06-01,2021.0,3.0,1,Не определено,2.0,,0,0,0,0,0
Google,Мир Мебели,5.0,Позитив (4-5★),2022-06-01,2022.0,1.0,1,Не определено,0.0,,0,0,0,0,0
Google,Магазины мебели в Иркутске Мебельный Двор,1.0,Негатив (1-2★),2020-06-01,2020.0,33.0,1,Не определено,0.0,,0,0,0,0,0
Google,Магазины мебели в Иркутске Мебельный Двор,1.0,Негатив (1-2★),2021-06-01,2021.0,42.0,1,Не определено,0.0,,0,0,0,0,0
Google,Магазины мебели в Иркутске Мебельный Двор,5.0,Позитив (4-5★),2018-06-01,2018.0,2.0,1,Не определено,0.0,,0,0,0,0,0
Google,Магазины мебели в Иркутске Мебельный Двор,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Магазины мебели в Иркутске Мебельный Двор,3.0,Нейтрально (3★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,33.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2019-06-01,2019.0,17.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,17.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,2.0,Негатив (1-2★),2019-06-01,2019.0,27.0,1,Не определено,0.0,568000.0,0,0,0,0,0
Google,Март,1.0,Негатив (1-2★),2022-06-01,2022.0,16.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2020-06-01,2020.0,11.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,9.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,7.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2018-06-01,2018.0,12.0,1,Не определено,1.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,16.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,8.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,7.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2022-06-01,2022.0,6.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,10.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,11.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2022-06-01,2022.0,4.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,5.0,1,Не определено,7.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,3.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2019-06-01,2019.0,5.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2019-06-01,2019.0,7.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,5.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,1.0,Негатив (1-2★),2018-06-01,2018.0,9.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,6.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,5.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,1.0,Негатив (1-2★),2018-06-01,2018.0,7.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,2.0,Негатив (1-2★),2019-06-01,2019.0,8.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2018-06-01,2018.0,5.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2018-06-01,2018.0,5.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2018-06-01,2018.0,5.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2020-06-01,2020.0,3.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2017-06-01,2017.0,4.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,6.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2020-06-01,2020.0,4.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,3.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2017-06-01,2017.0,3.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2020-06-01,2020.0,3.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,6.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2019-06-01,2019.0,2.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,2.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,2.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2021-06-01,2021.0,1.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2021-06-01,2021.0,1.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,1.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,2.0,Негатив (1-2★),2020-06-01,2020.0,2.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,1.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,1.0,1,Не определено,0.0,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2017-06-01,2017.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2018-06-01,2018.0,,0,Не определено,,,0,0,0,0,0
Google,Март,1.0,Негатив (1-2★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2018-06-01,2018.0,,0,Не определено,,,0,0,0,0,0
Google,Март,1.0,Негатив (1-2★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Март,2.0,Негатив (1-2★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Март,1.0,Негатив (1-2★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,2.0,Негатив (1-2★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,1.0,Негатив (1-2★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Март,1.0,Негатив (1-2★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2018-06-01,2018.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,2.0,Негатив (1-2★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Март,1.0,Негатив (1-2★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2018-06-01,2018.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2018-06-01,2018.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2018-06-01,2018.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2018-06-01,2018.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,4.0,Позитив (4-5★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Март,1.0,Негатив (1-2★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,5.0,Позитив (4-5★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Март,3.0,Нейтрально (3★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Мебель Град,1.0,Негатив (1-2★),2018-06-01,2018.0,39.0,1,Не определено,3.0,,0,0,0,0,0
Google,Мебель Град,5.0,Позитив (4-5★),2018-06-01,2018.0,29.0,1,Не определено,0.0,,0,0,0,0,0
Google,Мебель Град,5.0,Позитив (4-5★),2020-06-01,2020.0,12.0,1,Не определено,0.0,,0,0,0,0,0
Google,Мебель Град,5.0,Позитив (4-5★),2020-06-01,2020.0,7.0,1,Не определено,2.0,,0,0,0,0,0
Google,Мебель Град,1.0,Негатив (1-2★),2017-06-01,2017.0,11.0,1,Не определено,2.0,,0,0,0,0,0
Google,Мебель Град,3.0,Нейтрально (3★),2019-06-01,2019.0,5.0,1,Не определено,0.0,,0,0,0,0,0
Google,Мебель Град,4.0,Позитив (4-5★),2021-06-01,2021.0,2.0,1,Не определено,0.0,,0,0,0,0,0
Google,Мебель Град,3.0,Нейтрально (3★),2019-06-01,2019.0,,0,Не определено,,,0,0,0,0,0
Google,Мебель Град,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Мебель Град,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Мебель Град,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Мебель Град,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Мебель Град,4.0,Позитив (4-5★),2020-06-01,2020.0,,0,Не определено,,,0,0,0,0,0
Google,Мебель Град,1.0,Негатив (1-2★),2018-06-01,2018.0,,0,Не определено,,,0,0,0,0,0
Google,Мебель Град,1.0,Негатив (1-2★),2018-06-01,2018.0,,0,Не определено,,,0,0,0,0,0
Google,Мебель Град,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Первый Гипермаркет Мебели,,Позитив (4-5★),,,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,51.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,36.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,31.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,43.0,1,Не определено,2.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,23.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,20.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,23.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,21.0,1,Не определено,1.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,23.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,13.0,1,Не определено,6.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,9.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,9.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,10.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2021-06-01,2021.0,15.0,1,Не определено,1.0,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2022-06-01,2022.0,16.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,10.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,17.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,13.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2021-06-01,2021.0,11.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,8.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2021-06-01,2021.0,9.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,7.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2021-06-01,2021.0,7.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,9.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,9.0,1,Не определено,3.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,4.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2021-06-01,2021.0,9.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2021-06-01,2021.0,8.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,3.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,5.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,3.0,1,Не определено,3.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,4.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2021-06-01,2021.0,3.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2021-06-01,2021.0,4.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,3.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,3.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,4.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,6.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,1.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,1.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2022-06-01,2022.0,2.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,1.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2021-06-01,2021.0,2.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2021-06-01,2021.0,2.0,1,Не определено,3.0,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2021-06-01,2021.0,1.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,2.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2020-06-01,2020.0,1.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2024-05-01,2024.0,7.0,1,Не определено,0.0,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,1.0,Негатив (1-2★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,2.0,Негатив (1-2★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2022-06-01,2022.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,3.0,Нейтрально (3★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,5.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
Google,Октябрьский,4.0,Позитив (4-5★),2021-06-01,2021.0,,0,Не определено,,,0,0,0,0,0
